solve_id,solver,solve_time,pll,pll_time,Split,STM,STPS,ETM,ETPS
11208,Kyle Santucci,3.91,R2' U R U R' U' R2 U' U R U' R' U R' U2',1.54,39.4%,15,9.74,15,9.74
11207,Kyle Santucci,5.21,F R U' R' U' R U R' F' R U R' U' R' F R F' U,1.66,31.9%,18,10.84,18,10.84
11206,Kyle Santucci,4.29,,0.00,0.0%,0,n/a,0,n/a
11205,Kyle Santucci,4.46,,0.00,0.0%,0,n/a,0,n/a
11204,Yiheng Wang,3.27,,0.07,2.1%,1,14.29,1,14.29
11202,Teodor Zajder,5.98,M2' U L' l U2' M' U M2' U2',1.65,27.6%,9,5.45,9,5.45
11201,Teodor Zajder,6.10,U D' R2 U R' U R' U' R U' R2 D U' R' U R U,1.60,26.2%,17,10.63,17,10.63
11200,Teodor Zajder,5.55,U2 x R' U R' D2 R U' R' D2 R2,1.52,27.4%,10,6.58,11,7.24
11199,Teodor Zajder,5.17,U' R U R' U' D R2 U' R U' R' U R' U R2 D' U',1.30,25.1%,17,13.08,17,13.08
11198,Teodor Zajder,5.33,U R U R' U R' U' R2 U' R' U R' U R,1.46,27.4%,14,9.59,14,9.59
11197,Ping-Yueh Huang,4.68,U2 R U R' U' D R2' U' R U' R' U R' U R2 D' U,1.58,33.8%,17,10.76,17,10.76
11190,Toby Litiatco,6.18,R' U2' R U2' R' F R U R' U' R' F' R2 U2',n/a,n/a,14,n/a,14,n/a
11189,Toby Litiatco,6.24,,n/a,n/a,17,n/a,17,n/a
11188,Toby Litiatco,6.03,U2 R' U' R U D' R2 U R' U R U' R U' R2' D,n/a,n/a,16,n/a,16,n/a
11187,Toby Litiatco,7.72,R2' U R U R' U' R3 U' R' U R' U,n/a,n/a,12,n/a,12,n/a
11186,Toby Litiatco,6.15,U' r' r R' U L' U2 R U' R' U2 R L U,n/a,n/a,14,n/a,14,n/a
11185,Riley Dexter,3.93,,0.20,5.1%,1,5.00,1,5.00
11184,Toby Litiatco,6.32,U' D' R U R' U' D R2 U' R U' R' U R' U R2 U',n/a,n/a,17,n/a,17,n/a
11183,Toby Litiatco,6.50,U' R U R' U' R' F R2 U' R' U' R U R' F' U,n/a,n/a,16,n/a,16,n/a
11182,Toby Litiatco,5.39,U' F R U' R' U' R U R' F' R U R' U' R' F R F' U',n/a,n/a,19,n/a,19,n/a
11181,Toby Litiatco,5.81,U R U R' U' R' F R2 U' R' U' R R' R U R' F',n/a,n/a,17,n/a,17,n/a
11180,Toby Litiatco,6.04,,n/a,n/a,0,n/a,0,n/a
11179,Jerry Yao,4.03,,0.00,0.0%,0,n/a,0,n/a
11178,Toby Litiatco,6.40,U2 R' U R' U' R D' R' D R' U D' R2 U' R2' D R2 U',n/a,n/a,18,n/a,18,n/a
11177,Toby Litiatco,5.43,,n/a,n/a,0,n/a,0,n/a
11176,Toby Litiatco,7.32,R' U' R' D' R U' R' D R U R' D' R U R' D R2 U',n/a,n/a,18,n/a,18,n/a
11175,Toby Litiatco,3.86,M2' U' M2' U2' M2' U' M2',n/a,n/a,7,n/a,7,n/a
11174,Toby Litiatco,5.11,,n/a,n/a,1,n/a,1,n/a
11173,Toby Litiatco,5.57,U2 R' U' R U D' R2 U R' U R U' R U' R2' D,n/a,n/a,16,n/a,16,n/a
11172,Toby Litiatco,5.62,,n/a,n/a,16,n/a,16,n/a
11171,Toby Litiatco,6.03,F R U' R' U' R U R' F' R U R' U' R' F R F' U2,n/a,n/a,18,n/a,18,n/a
11170,Toby Litiatco,6.34,R' U R' U' R D' R' D R' U D' R2 U' R2' D R2,n/a,n/a,16,n/a,16,n/a
11169,Toby Litiatco,6.06,U' U R2' U R U R' U' R3 U' R' U R',n/a,n/a,13,n/a,13,n/a
11168,Toby Litiatco,6.87,,n/a,n/a,17,n/a,17,n/a
11167,Toby Litiatco,5.55,U R' U R' U' R D' R' D R' U D' R2 U' R2' D R2,n/a,n/a,17,n/a,17,n/a
11166,Toby Litiatco,5.25,U' R U R' U R' U' R2 U' R' U R' U R U',n/a,n/a,15,n/a,15,n/a
11165,Toby Litiatco,5.09,R U R' U' R' F R2 U' R' U F' L' U L,n/a,n/a,14,n/a,14,n/a
11164,Toby Litiatco,5.11,U' R' U L' U2 R U' R' U2 r R,n/a,n/a,11,n/a,11,n/a
11161,Ruihang Xu,4.93,U' R U R' U R' U' R2 U' R' U R' U R U' U',1.50,30.4%,16,10.67,16,10.67
11160,Ruihang Xu,3.57,x R2' D2 R U R' D2 R U' R,1.00,28.0%,9,9.00,10,10.00
11159,Ruihang Xu,4.77,R U R' U' D R2 U' R U' R' U R' U R2 U' u',1.07,22.4%,16,14.95,16,14.95
11158,Ruihang Xu,4.28,U' M2' U' M2' U2' M2' U' M2',0.95,22.2%,8,8.42,8,8.42
11157,Ruihang Xu,4.85,U' U2' R U R' F' R U R' U' R' F R2 U' R',1.15,23.7%,15,13.04,15,13.04
11095,Dylan Miller,5.85,U F R U' R' U' R U R' F' R U R' U' R' F R F' U',1.78,30.4%,19,10.67,19,10.67
11094,Dylan Miller,4.36,x R' U R' D2 R U' R' D2 R2,0.96,22.0%,9,9.38,10,10.42
11093,Dylan Miller,5.06,U' R' U L' U2 R U' R' U2 R L,0.89,17.6%,11,12.36,11,12.36
11092,Dylan Miller,4.98,F' U' F R2 u R' U R U' R u' R2' U',1.35,27.1%,13,9.63,13,9.63
11091,Dylan Miller,4.51,U' R2' U' R U' R U R' U R2 D' U R U' R' D U',1.28,28.4%,17,13.28,17,13.28
11090,Dylan Miller,7.01,R2 U' R2' D R2 U' R2' U R2 U D' R2' U',1.34,19.1%,13,9.70,13,9.70
11089,Dylan Miller,3.68,,0.25,6.8%,1,4.00,1,4.00
11088,Dylan Miller,6.26,U R' U2 R' D' R U' R' D R U R U' R' U' R U',1.49,23.8%,17,11.41,17,11.41
11087,Dylan Miller,4.78,R U R' F' R U R' U' R' F R2 U' R' U',0.81,16.9%,14,17.28,14,17.28
11086,Dylan Miller,4.28,M2' U' M2' U' M' U2' M2' U2' M' U,1.15,26.9%,10,8.70,10,8.70
11085,Dylan Miller,4.91,R' D' R U2 R' D R U R' D' R U R' D R,1.54,31.4%,15,9.74,15,9.74
11084,Dylan Miller,5.59,U' R' U R' d' R' F' R2 U' R' U R' F R F U2',1.32,23.6%,16,12.12,16,12.12
11083,Dylan Miller,4.41,U R U R' U' R' F R2 U' R' U' R U R' F' U',1.11,25.2%,16,14.41,16,14.41
11082,Dylan Miller,5.02,U' R' R3 U R' U R' U' R U' R2 D U' R' U R D',1.59,31.7%,17,10.69,17,10.69
11081,Dylan Miller,5.61,,0.00,0.0%,0,n/a,0,n/a
11080,Dylan Miller,4.04,U' R' U R' U' R3 U' R' U R U R2',1.01,25.0%,12,11.88,12,11.88
11079,Dylan Miller,4.44,R U R' U' D R2 U' R U' R' U R' U R2 D' U2',1.57,35.4%,16,10.19,16,10.19
11066,Toby Seufert,4.29,,0.00,0.0%,0,n/a,0,n/a
11029,Yiheng Wang,3.88,R U R' U' R' F R2 U' R' U' R U R' F' U,0.75,19.3%,15,20.00,15,20.00
11028,Yiheng Wang,3.71,,0.00,0.0%,0,n/a,0,n/a
11027,Yiheng Wang,4.55,U2' U L' U' L F L' U' L U L F' L2' U L,1.38,30.3%,15,10.87,15,10.87
11026,Yiheng Wang,5.16,U' R2' U R U R' U' R3 U' R' U R' U',1.36,26.4%,13,9.56,13,9.56
11025,Yiheng Wang,3.83,R U' R' U' R U R D R' U' R D' R' U2 R',1.10,28.7%,15,13.64,15,13.64
11024,Luke Garrett,8.12,R' U' R U D' R2 U R' U R U' R U' R2' U,1.25,15.4%,15,12.00,15,12.00
11023,Luke Garrett,10.96,U y x R' U R' D2 R U' R' D2 R2,1.73,15.8%,10,5.78,12,6.94
11022,Luke Garrett,4.92,U2 R U' R' U' R U R D R' U' R D' R' U2 R',1.24,25.2%,16,12.90,16,12.90
11021,Luke Garrett,6.09,U R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U2',1.31,21.5%,20,15.27,20,15.27
11020,Luke Garrett,4.75,U R U' R' U' R U R D R' U' R D' R' U2 R' U,1.27,26.7%,17,13.39,17,13.39
11019,Kyle Santucci,5.32,U' R' U R' U' R3 U' R' U R U R2',0.90,16.9%,12,13.33,12,13.33
11018,Kyle Santucci,6.09,,0.00,0.0%,0,n/a,0,n/a
11017,Kyle Santucci,5.98,R U R' U' R' F R2 U' R' U' R U R' F',1.23,20.6%,14,11.38,14,11.38
11016,Kyle Santucci,6.20,U R' U' R U D' R2 U R' U R U' R U' R2' D,1.42,22.9%,16,11.27,16,11.27
11015,Kyle Santucci,5.65,R' U2' R U2' R' F R U R' U' R' F' R2 U',1.42,25.1%,14,9.86,14,9.86
11014,Kyle Santucci,5.23,U R U R' U' D R2 U' R U' R' U R' U R2 D' U',1.25,23.9%,17,13.60,17,13.60
11013,Kyle Santucci,5.94,U R' U R' U' R D' R' D R' U D' R2 U' R2' D R2 U2',1.77,29.8%,18,10.17,18,10.17
11012,Kyle Santucci,7.91,U' U x R' U R' D2 R U' R' D2 R2 x' U,1.49,18.8%,12,8.05,14,9.40
11011,Kyle Santucci,5.54,,0.00,0.0%,0,n/a,0,n/a
11010,Kyle Santucci,5.76,,0.00,0.0%,0,n/a,0,n/a
11009,Dylan Miller,5.39,R' U R U' R' F' U' F R U R' F R' F' R U' R U',1.42,26.3%,18,12.68,18,12.68
11008,Dylan Miller,6.97,U' M2' U M U2' M' U M2',1.90,27.3%,8,4.21,8,4.21
11007,Dylan Miller,8.35,,0.00,0.0%,0,n/a,0,n/a
11006,Dylan Miller,6.31,U' F R U' R' U' R U R' F' R U R' U' R' F R F' U,1.38,21.9%,19,13.77,19,13.77
11005,Dylan Miller,4.70,U R U R' U' R' F R2 U' R' U' R U R' F',0.93,19.8%,15,16.13,15,16.13
11004,Dylan Miller,5.40,U' R U R' U R' U' R2 U' R' U R' U R,1.03,19.1%,14,13.59,14,13.59
11003,Dylan Miller,7.69,R U' R U R U R U' R' U' R2 U2',1.36,17.7%,12,8.82,12,8.82
11002,Dylan Miller,6.06,U R U R' U' R' F R2 U' R' U' R U R' F' U',1.33,21.9%,16,12.03,16,12.03
11001,Dylan Miller,5.93,U' U R U' R2' D' R U R' D R U' R U' R' U R U R' U,1.46,24.6%,20,13.70,20,13.70
11000,Dylan Miller,5.60,R2 U' R2' D R2 U' R2' U R2 D' U R2' U2',1.53,27.3%,13,8.50,13,8.50
10999,Dylan Miller,4.78,U' R U R' U' R' F R2 U' R' U' R U R' F',1.11,23.2%,15,13.51,15,13.51
10998,Dylan Miller,7.38,U' M2' U' M2' U' M' U2' M2' U2' M',1.18,16.0%,10,8.47,10,8.47
10997,Dylan Miller,7.16,,1.59,22.2%,16,10.06,16,10.06
10996,Dylan Miller,5.12,U x R' U R' D2 R U' R' D2 R2,1.25,24.4%,10,8.00,11,8.80
10995,Dylan Miller,5.25,x R2' D2 R U R' D2 R U' R x' U,1.35,25.7%,10,7.41,12,8.89
10974,Luke Garrett,5.73,U' x R2' F R F' R U' r' r U' r' U r U2',1.61,28.1%,14,8.70,15,9.32
10973,Luke Garrett,4.96,R2' u' R U' R U R' D x' U2 L F' L' F,1.26,25.4%,13,10.32,14,11.11
10972,Luke Garrett,9.04,U' R U R' U R' U' R2 U' R' U R' U R U,1.02,11.3%,15,14.71,15,14.71
10971,Luke Garrett,4.95,U' U' R U' R' U' R U R D R' U' R D' R' U2 R',1.63,32.9%,17,10.43,17,10.43
10970,Luke Garrett,5.46,U x R' U R' D2 R U' R' D2 R2 x' U2,1.04,19.0%,11,10.58,13,12.50
10969,Kyle Santucci,5.50,R' U2 R' D' R U' R' D R U R U' R' U' R U,1.38,25.1%,16,11.59,16,11.59
10968,Kyle Santucci,5.88,M2' U M2' U2 M2' U M2',1.31,22.3%,7,5.34,7,5.34
10967,Kyle Santucci,5.37,M' U M2' U M2' U M' U2 M2',1.19,22.2%,9,7.56,9,7.56
10966,Kyle Santucci,5.81,U' U' R' U L' U2 R U' R' U2 R L,1.24,21.3%,12,9.68,12,9.68
10965,Kyle Santucci,5.49,,0.00,0.0%,0,n/a,0,n/a
10953,DongSoo Park,5.28,R' U R' U' R3 U' R' U R U R2',1.05,19.9%,11,10.48,11,10.48
10952,DongSoo Park,5.57,U' R' U R' U' R3 U' R' U R U R2',1.27,22.8%,12,9.45,12,9.45
10951,DongSoo Park,7.77,U R2' U R U R' U' R3 U' R' U R',1.04,13.4%,12,11.54,12,11.54
10950,DongSoo Park,5.12,,0.00,0.0%,0,n/a,0,n/a
10949,DongSoo Park,5.05,R' U R' U' R3 U' R' U R U R2',1.08,21.4%,11,10.19,11,10.19
10948,Dylan Miller,5.30,U' R' U R' d' R' F' R2 U' R' U R' F R F U2',1.53,28.9%,16,10.46,16,10.46
10947,Dylan Miller,6.16,U2' R' U R' d' R' F' R2 U' R' U R' F R F U2',1.59,25.8%,16,10.06,16,10.06
10946,Dylan Miller,5.36,M2' U M' U2' M U M2' U',0.99,18.5%,8,8.08,8,8.08
10945,Dylan Miller,6.25,,1.98,31.7%,12,6.06,13,6.57
10944,Dylan Miller,4.60,F' U' F R2 u R' U R U' R u' R2' U2',1.20,26.1%,13,10.83,13,10.83
10943,Dylan Miller,4.87,U2 x R2' D2 R U R' D2 R U' R,1.14,23.4%,10,8.77,11,9.65
10942,Dylan Miller,5.82,R U' R2' D' R U R' D R U' R U' R' U R U R' U',1.49,25.6%,18,12.08,18,12.08
10941,Dylan Miller,5.09,L' U' L F L' U' L U L F' L2' U L,1.29,25.3%,13,10.08,13,10.08
10940,Dylan Miller,4.24,,0.37,8.7%,1,2.70,1,2.70
10939,Dylan Miller,5.12,U2' R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U2',1.45,28.3%,20,13.79,20,13.79
10938,Dylan Miller,4.53,U' R U R' U R' U' R2 U' R' U R' U R,0.93,20.5%,14,15.05,14,15.05
10937,Dylan Miller,6.06,U' F' U' F R2 u R' U R U' R u' R2' U',1.29,21.3%,14,10.85,14,10.85
10910,Yiheng Wang,4.72,U R U' R' U' R U R D R' U' R D' R' U2 R' U2',1.10,23.3%,17,15.45,17,15.45
10909,Yiheng Wang,5.91,R U' R U R' D R D' R U' D R2' U R2 D' R2' l,0.91,15.4%,17,18.68,17,18.68
10908,Yiheng Wang,5.19,M2' U2 M2' U M2' U2 M2' U,1.49,28.7%,8,5.37,8,5.37
10907,Yiheng Wang,4.09,U' R U R' U' R' F R2 U' R' U F' L' U L,0.82,20.0%,15,18.29,15,18.29
10906,Yiheng Wang,4.63,x R' D2 R U R' D2 R U' R x' U',1.05,22.7%,10,9.52,12,11.43
10905,Yiheng Wang,4.19,U' R U' R' U' R U R D R' U' R D' R' U2 R' U2',1.09,26.0%,17,15.60,17,15.60
10904,Yiheng Wang,4.46,U R U R' U R' U' R2 U' R' U R' U R U2,0.86,19.3%,15,17.44,15,17.44
10903,Yiheng Wang,4.50,U2' F' U' F R2 u R' U R U' R u' R2' U,1.38,30.7%,14,10.14,14,10.14
10902,Yiheng Wang,4.05,U' R U R' U' R' F R2 U' R' U F' L' U L,1.12,27.7%,15,13.39,15,13.39
10901,Yiheng Wang,4.35,U' R U' R' U' R U R D R' U' R D' R' U2 R' U,1.35,31.0%,17,12.59,17,12.59
10900,Yiheng Wang,4.73,U' R U R' U R' U' R2 U' R' U R' U R,0.76,16.1%,14,18.42,14,18.42
10899,Yiheng Wang,5.50,U' U' x R2' D2 R U R' D2 R U' R x' U',1.65,30.0%,12,7.27,14,8.48
10898,Yiheng Wang,4.18,,0.00,0.0%,0,n/a,0,n/a
10897,Yiheng Wang,4.02,L' U' L F L' U' L U L F' L2' U L U',0.97,24.1%,14,14.43,14,14.43
10896,Yiheng Wang,4.66,U2 R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R,1.04,22.3%,19,18.27,19,18.27
10895,Yiheng Wang,3.73,U' x R2' D2 R U R' D2 R U' R,0.96,25.7%,10,10.42,11,11.46
10894,Yiheng Wang,5.43,U' R U' R U R' D R D' R U' D R2' U R2 D' R2' U2',1.68,30.9%,18,10.71,18,10.71
10893,Yiheng Wang,3.77,,0.00,0.0%,0,n/a,0,n/a
10892,Yiheng Wang,5.36,U' U' x R' U R' D2 R U' R' D2 R2 x' U',1.46,27.2%,12,8.22,14,9.59
10891,Yiheng Wang,5.70,U R' U2' R U2' R' F R U R' U' R' F' R2 U2',1.10,19.3%,15,13.64,15,13.64
10889,Matty Hiroto Inaba,3.96,U' R U R' U' R' F R2 U' R' U' R U R' F' U,0.93,23.5%,16,17.20,16,17.20
10888,Matty Hiroto Inaba,3.71,U R' U R' U' R2 U' R' U R' U R U2',0.71,19.1%,13,18.31,13,18.31
10887,Matty Hiroto Inaba,3.67,,0.00,0.0%,0,n/a,0,n/a
10870,Andrew Feng,3.71,R U R' U R U R' F' R U R' U' R' F R2 U' R' U2 R U' R' U2,1.48,39.9%,22,14.86,22,14.86
10869,Tymon Kolasiński,4.54,,0.00,0.0%,0,n/a,0,n/a
10868,Tymon Kolasiński,4.96,,0.00,0.0%,0,n/a,0,n/a
10867,Tymon Kolasiński,5.80,U U' U' R U R' U' D R2 U' R U' R' U R' U R2 D',1.52,26.2%,18,11.84,18,11.84
10866,Tymon Kolasiński,4.20,,0.00,0.0%,0,n/a,0,n/a
10865,Tymon Kolasiński,4.88,,0.00,0.0%,0,n/a,0,n/a
10864,Tymon Kolasiński,5.14,U x R' U R' D2 R U' R' D2 R2 x' U',1.14,22.2%,11,9.65,13,11.40
10863,Tymon Kolasiński,5.74,,0.00,0.0%,0,n/a,0,n/a
10862,Tymon Kolasiński,5.92,,0.00,0.0%,0,n/a,0,n/a
10861,Tymon Kolasiński,4.88,,0.00,0.0%,0,n/a,0,n/a
10860,Tymon Kolasiński,4.28,U' R R' R U R' U' D R2 U' R U' R' U R' U R2 D' U',1.28,29.9%,19,14.84,19,14.84
10859,Feliks Zemdegs,5.51,U R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R,1.56,28.3%,19,12.18,19,12.18
10858,Feliks Zemdegs,6.74,R2 U' R U' R U R' U R2 D' U R U' R' D,1.42,21.1%,15,10.56,15,10.56
10857,Feliks Zemdegs,6.03,R' U2 R' D' R U' R' D R U R U' R' U' R,1.56,25.9%,15,9.62,15,9.62
10856,Feliks Zemdegs,5.26,,1.68,31.9%,17,10.12,17,10.12
10855,Feliks Zemdegs,5.69,U' R U R U R U' R' U' R2 U,1.21,21.3%,11,9.09,11,9.09
10854,Luke Griesser,5.70,R U' R U R U R U' R' U' R2,n/a,n/a,11,n/a,11,n/a
10853,Luke Griesser,5.83,,0.00,0.0%,0,n/a,0,n/a
10852,Luke Griesser,5.88,R' U' R U D' R2 U R' U R U' R U' R2' D U,2.15,36.6%,16,7.44,16,7.44
10851,Luke Griesser,4.91,U' R U R' U R' U' R2 U' R' U R' U R,1.41,28.7%,14,9.93,14,9.93
10850,Luke Griesser,5.94,U' R U R' U' R' F R2 U' R' U' R U R' F' U2',1.44,24.2%,16,11.11,16,11.11
10838,Yufang Du,3.86,,0.00,0.0%,0,n/a,0,n/a
10823,Kyle Santucci,5.22,U' R' U L' U2 R U' R' U2 R L U,1.29,24.7%,12,9.30,12,9.30
10822,Kyle Santucci,5.59,,0.00,0.0%,0,n/a,0,n/a
10821,Kyle Santucci,5.50,U' R' U R' U' R3 U' R' U R U R2' U,1.02,18.5%,13,12.75,13,12.75
10820,Kyle Santucci,5.86,U' M' U M2' U M2' U M' U2 M2',1.34,22.9%,10,7.46,10,7.46
10819,Kyle Santucci,5.84,U L' U' L F L' U' L U L F' L2' U L U2,1.34,22.9%,15,11.19,15,11.19
10818,Ryan Tan,4.03,,0.00,0.0%,0,n/a,0,n/a
10816,Yiheng Wang,3.96,U x R2' D2 R U R' D2 R U' R,1.13,28.5%,10,8.85,11,9.73
10815,Yiheng Wang,4.00,U L' U' L F L' U' L U L F' L2' U L U,0.83,20.8%,15,18.07,15,18.07
10814,Yiheng Wang,4.81,R U R' U' R' F R2 U' R' U' R U R' F' U',0.81,16.8%,15,18.52,15,18.52
10813,Yiheng Wang,3.98,U R2' U R U R' U' R3 U' R' U R' U',0.88,22.1%,13,14.77,13,14.77
10812,Yiheng Wang,4.76,R U' R' U' R U R D R' U' R D' R' U2 R',1.19,25.0%,15,12.61,15,12.61
10811,Ben Baron,5.61,U' x R' U R' D2 R U' R' D2 R2,1.24,22.1%,10,8.06,11,8.87
10810,Ben Baron,7.03,U2' U x' R R' F R U' R' D R U R' D' R U R' D R U' R' D' F,2.76,39.3%,22,7.97,23,8.33
10809,Ben Baron,4.97,U' U' R U R' F' R U R' U' R' F R2 U' R',1.57,31.6%,15,9.55,15,9.55
10808,Ben Baron,5.95,U R' U2' R U2' R' F R U R' U' R' F' R2 U2',1.28,21.5%,15,11.72,15,11.72
10807,Ben Baron,6.08,U2' y x R' U R' D2 R U' R' D2 R2,1.51,24.8%,10,6.62,12,7.95
10781,Martin Vædele Egdal,4.75,,0.00,0.0%,0,n/a,0,n/a
10780,Yiheng Wang,3.98,R U R' U' R' F R2 U' R' U' R U R' F',0.75,18.8%,14,18.67,14,18.67
10779,Yiheng Wang,3.76,U2' R U R' U' R' F R2 U' R' U' R U R' F',0.83,22.1%,15,18.07,15,18.07
10778,Bofan Zhang,3.95,,n/a,n/a,0,n/a,0,n/a
10770,DongSoo Park,8.02,U R U R' U R' U' R2 U' R' U R' U R U U,1.99,24.8%,16,8.04,16,8.04
10769,DongSoo Park,6.08,U2 R' U L' U2 R U' R' U2 R r,1.41,23.2%,11,7.80,11,7.80
10768,DongSoo Park,6.29,R' U2 R' D' R U' R' D R U R U' R' U' R U,1.46,23.2%,16,10.96,16,10.96
10767,DongSoo Park,5.93,U' R' U R' U' R D' R' D R' U D' R2 U' R2' D R2 U',1.43,24.1%,18,12.59,18,12.59
10766,DongSoo Park,6.79,U R' U L' U2 R U' R' U2 R L U2,1.32,19.4%,12,9.09,12,9.09
10765,Ruihang Xu,6.28,U R2' U' R U' R U R' U R2 D' U R U' R' D U2,1.31,20.9%,17,12.98,17,12.98
10764,Ruihang Xu,4.84,R U' R U R U R U' R' U' R2 U' U',1.14,23.6%,13,11.40,13,11.40
10763,Ruihang Xu,5.52,U R2 U R U R' U' R2 U' U R U' R' U R' U,1.29,23.4%,16,12.40,16,12.40
10762,Ruihang Xu,4.00,U' U' M' U' M2' U' M2' U' M' U2' M2',1.40,35.0%,11,7.86,11,7.86
10761,Ruihang Xu,5.79,U' R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U',1.72,29.7%,20,11.63,20,11.63
10760,Seung Hyuk Nahm,6.29,,1.99,31.6%,21,10.55,21,10.55
10759,Seung Hyuk Nahm,5.30,,0.00,0.0%,0,n/a,0,n/a
10758,Seung Hyuk Nahm,5.38,R U R' U R' U' R2 U' R' U R' U R U,1.55,28.8%,14,9.03,14,9.03
10757,Seung Hyuk Nahm,6.22,U R' U R' U' R2 U' R' U R' U R,0.95,15.3%,12,12.63,12,12.63
10756,Seung Hyuk Nahm,5.31,U' R2 U R' U R' U' R U' R2 D U' R' U R D' U' U',1.61,30.3%,18,11.18,18,11.18
10744,Caleb Chen,3.79,,0.00,0.0%,0,n/a,0,n/a
10743,Kyle Santucci,7.46,U R U' R U R' D R D' R U' D R2' U R2 D' R2' U,1.29,17.3%,18,13.95,18,13.95
10742,Kyle Santucci,6.33,,0.00,0.0%,0,n/a,0,n/a
10741,Kyle Santucci,6.12,,0.00,0.0%,0,n/a,0,n/a
10740,Kyle Santucci,5.20,,0.00,0.0%,0,n/a,0,n/a
10739,Kyle Santucci,5.10,U' U' R U R' U' D R2 U' R U' R' U R' U R2 D',1.20,23.5%,17,14.17,17,14.17
10732,Dylan Miller,5.10,F R U' R' U' R U R' F' R U R' U' R' F R F',1.10,21.6%,17,15.45,17,15.45
10731,Dylan Miller,4.29,U' R' U L' U2 R U' R' U2 R r,0.92,21.4%,11,11.96,11,11.96
10730,Dylan Miller,4.78,,0.18,3.8%,1,5.56,1,5.56
10729,Dylan Miller,4.70,R U R2' F' R U R U' R' F R U' R' U',1.10,23.4%,14,12.73,14,12.73
10728,Dylan Miller,5.90,U' M2' U' M U2' M' U' M2' U2',0.93,15.8%,9,9.68,9,9.68
10727,Dylan Miller,2.88,,0.15,5.2%,1,6.67,1,6.67
10726,Leo Borromeo,5.24,U' U' x' R U' R' D R U R' D' R U R' D R U' R' D',1.42,27.1%,18,12.68,19,13.38
10725,Leo Borromeo,5.16,R' U R' U' R D' R' D R' U D' R2 U' R2' D R2 U' U',1.69,32.8%,18,10.65,18,10.65
10724,Leo Borromeo,5.03,U R' U R' U' R2 U' R' U R' U R U',0.68,13.5%,13,19.12,13,19.12
10723,Leo Borromeo,5.42,U2' R U' R' U' R U R D R' U' R D' R' U2 R',1.67,30.8%,16,9.58,16,9.58
10722,Leo Borromeo,5.97,R U R' U' R' F R2 U' R' U' R U R' F' U,1.45,24.3%,15,10.34,15,10.34
10720,Matty Hiroto Inaba,4.21,U R U R' U' D R2 U' R U' R' U R' U R2 D' U,1.91,45.4%,17,8.90,17,8.90
10719,Matty Hiroto Inaba,6.27,U R U R' F' R U2 R' U2' R' F R U R U2' R' U2,1.90,30.3%,17,8.95,17,8.95
10718,Matty Hiroto Inaba,6.01,R' U' F' R U R' U' R' F R2 U' R' R R' U' R U R' U R,2.58,42.9%,20,7.75,20,7.75
10717,Matty Hiroto Inaba,4.28,R U R' U R' U' R2 U' R' U R' U2 U' R U',1.18,27.6%,15,12.71,15,12.71
10716,Matty Hiroto Inaba,4.78,U' U2' R' U R' d' R' F' R2 U' R' U R' F R F U2',1.35,28.2%,17,12.59,17,12.59
10715,Matty Hiroto Inaba,4.31,,0.00,0.0%,0,n/a,0,n/a
10714,Matty Hiroto Inaba,7.12,U U' R' U L' U2 R U' R' U2 R L U,1.39,19.5%,13,9.35,13,9.35
10713,Matty Hiroto Inaba,3.98,M2' U M U2 M' U M2' U2,1.05,26.4%,8,7.62,8,7.62
10712,Matty Hiroto Inaba,4.95,U' R U R' F' R U R' U' R' F R2 U' R' U',1.03,20.8%,15,14.56,15,14.56
10711,Matty Hiroto Inaba,4.39,,0.00,0.0%,0,n/a,0,n/a
10710,Ruihang Xu,5.58,U' R' U R U R' U' R' D' R U R' D R U2 R U',1.41,25.3%,17,12.06,17,12.06
10709,Ruihang Xu,5.25,,1.52,29.0%,17,11.18,17,11.18
10708,Ruihang Xu,4.31,U' R U R' U R' U' R2 U' R' U R' U R,0.81,18.8%,14,17.28,14,17.28
10707,Ruihang Xu,4.23,,0.00,0.0%,0,n/a,0,n/a
10706,Ruihang Xu,5.20,U' x R2' F R F' R U2' r' U r U2',1.40,26.9%,11,7.86,12,8.57
10700,Yiheng Wang,4.27,U R R' U R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U2',1.32,30.9%,23,17.42,23,17.42
10699,Yiheng Wang,5.64,U' F' R U R' U' R' F R2 U' R' U' R U R' U R,1.09,19.3%,17,15.60,17,15.60
10698,Yiheng Wang,4.69,U' R' U' F' R U R' U' R' F R2 U' R' U' R U R' U R U,1.14,24.3%,20,17.54,20,17.54
10697,Yiheng Wang,3.98,U' R U R' U R' U' R2 U' R' U R' U R U2,1.11,27.9%,15,13.51,15,13.51
10696,Yiheng Wang,4.42,R U R' U R' U' R2 U' R' U R' U R,0.84,19.0%,13,15.48,13,15.48
10695,Kyle Santucci,5.19,x R' U R' D2 R U' R' D2 R2,1.36,26.2%,9,6.62,10,7.35
10694,Kyle Santucci,7.09,U x R' U R' D2 R U' R' D2 R2,1.56,22.0%,10,6.41,11,7.05
